transaction_id,store_id,employee_id,customer_id,plan_id,transaction_date,transaction_type,status,amount
1517,1,1,1996,5,2025-02-20,Bill Payment,Completed,60.0
1518,2,4,1676,4,2026-03-03,Upgrade,Completed,114.48
1519,7,16,2588,3,2025-06-13,Bill Payment,Completed,45.0
1520,10,26,1716,1,2025-05-09,Bill Payment,Completed,30.0
1521,4,10,1454,2,2025-01-16,Bill Payment,Completed,40.0
1522,6,14,1676,5,2025-01-03,New Activation,Completed,68.33
1523,11,30,2579,6,2025-02-10,Bill Payment,Voided,0.0
1524,14,,2407,5,2025-09-01,Bill Payment,Completed,60.0
1525,3,6,291,5,2025-01-02,Bill Payment,Refunded,-60.0
1526,6,,50,5,2025-10-15,Bill Payment,Completed,60.0
1527,6,14,1228,,2026-05-10,Accessory Sale,Completed,57.75
1528,2,4,2115,1,2025-05-29,Bill Payment,Refunded,-30.0
1529,11,30,758,2,2026-04-07,New Activation,Refunded,-45.18
1530,7,15,2008,,2025-01-15,Accessory Sale,Completed,118.14
1531,4,9,566,2,2025-06-15,Bill Payment,Completed,40.0
1532,13,33,544,2,2025-04-12,New Activation,Completed,45.47
1533,12,31,1953,2,2025-03-17,New Activation,Completed,48.18
1534,6,13,1927,5,2025-03-09,Bill Payment,Completed,60.0
1535,1,2,1851,,2025-10-09,Accessory Sale,Completed,69.58
1536,11,28,89,6,2026-01-23,Bill Payment,Refunded,-65.0
1537,16,43,623,4,2025-02-07,Bill Payment,Completed,55.0
1538,7,16,42,6,2025-06-19,Bill Payment,Completed,65.0
1539,6,13,28,6,2025-11-01,Upgrade,Completed,122.15
1540,12,31,771,6,2025-05-30,Bill Payment,Refunded,-65.0
1541,14,35,2165,1,2025-04-14,Bill Payment,Completed,30.0
1542,18,50,1435,,2025-02-08,Accessory Sale,Voided,0.0
1543,3,8,85,5,2026-05-23,Bill Payment,Voided,0.0
1544,14,,1434,4,2025-04-15,Bill Payment,Completed,55.0
1545,14,36,574,5,2026-05-30,Bill Payment,Completed,60.0
1546,1,2,855,6,2025-07-04,Bill Payment,Voided,0.0
1547,17,47,305,,2026-04-10,Accessory Sale,Completed,132.3
1548,1,1,1603,3,2025-06-05,Upgrade,Completed,112.09
1549,12,32,1778,6,2025-01-14,Bill Payment,Completed,65.0
1550,4,9,1469,2,2025-04-06,Bill Payment,Refunded,-40.0
1551,12,32,1760,4,2025-06-20,New Activation,Refunded,-66.11
1552,12,32,2355,,2026-04-10,Accessory Sale,Completed,24.56
1553,17,48,210,5,2025-01-17,Bill Payment,Completed,60.0
1554,3,7,354,2,2025-07-08,Bill Payment,Completed,40.0
1555,7,15,2269,6,2025-07-28,Bill Payment,Voided,0.0
1556,6,14,1640,,2025-07-05,Accessory Sale,Refunded,-50.59
1557,14,38,1393,1,2025-09-10,Bill Payment,Completed,30.0
1558,1,1,2472,6,2025-10-12,Bill Payment,Completed,65.0
1559,11,27,721,,2025-04-13,Accessory Sale,Completed,94.7
1560,18,49,863,,2025-01-02,Accessory Sale,Completed,50.31
1561,4,10,925,4,2026-01-04,Bill Payment,Completed,55.0
1562,17,48,1471,,2025-03-25,Accessory Sale,Completed,69.06
1563,1,2,1430,2,2025-01-22,Plan Change,Completed,8.59
1564,11,29,692,5,2025-06-26,Bill Payment,Completed,60.0
1565,7,15,1583,5,2025-10-09,Bill Payment,Completed,60.0
1566,13,33,2256,3,2025-12-11,Bill Payment,Completed,45.0
1567,4,10,1873,2,2025-03-13,Bill Payment,Completed,40.0
1568,3,6,724,5,2026-01-07,Bill Payment,Completed,60.0
1569,18,49,2600,1,2026-05-16,Bill Payment,Completed,30.0
1570,13,33,2147,5,2025-11-16,Bill Payment,Completed,60.0
1571,10,24,1270,3,2025-09-16,New Activation,Refunded,-52.06
1572,2,5,2265,4,2026-01-24,Bill Payment,Completed,55.0
1573,15,,2181,3,2025-05-29,New Activation,Refunded,-59.82
1574,17,48,2206,3,2026-06-21,Bill Payment,Completed,45.0
1575,5,12,1482,4,2026-02-24,Bill Payment,Completed,55.0
1576,3,8,1992,6,2026-05-11,Plan Change,Voided,0.0
1577,5,11,1267,,2026-01-08,Accessory Sale,Completed,117.16
1578,5,12,910,2,2025-12-30,New Activation,Refunded,-54.91
1579,3,8,1146,5,2025-12-12,Bill Payment,Completed,60.0
1580,3,7,1591,5,2025-01-28,Bill Payment,Refunded,-60.0
1581,17,48,1374,4,2026-03-01,Bill Payment,Completed,55.0
1582,4,10,19,2,2025-03-09,Bill Payment,Completed,40.0
1583,2,5,65,1,2025-03-15,Upgrade,Completed,70.97
1584,1,2,194,3,2026-04-03,New Activation,Completed,57.2
1585,11,27,801,6,2026-02-24,New Activation,Completed,72.45
1586,11,30,2269,1,2026-06-08,Plan Change,Completed,5.49
1587,1,1,1727,3,2026-02-05,New Activation,Completed,52.97
1588,1,1,2417,6,2026-04-22,New Activation,Completed,72.54
1589,6,14,1991,4,2026-02-14,Bill Payment,Completed,55.0
1590,15,40,1613,3,2025-02-11,Plan Change,Completed,4.87
1591,14,37,2328,2,2025-01-06,Bill Payment,Completed,40.0
1592,4,10,67,5,2026-03-08,New Activation,Refunded,-65.72
1593,14,38,2394,,2025-07-17,Accessory Sale,Completed,147.18
1594,16,45,2285,2,2025-02-19,Upgrade,Completed,119.86
1595,7,16,753,3,2026-02-27,Upgrade,Completed,99.33
1596,7,15,52,4,2025-11-25,Bill Payment,Completed,55.0
1597,4,10,895,1,2025-01-05,Bill Payment,Voided,0.0
1598,3,7,1562,2,2026-01-14,Bill Payment,Refunded,-40.0
1599,7,16,1415,5,2025-03-22,New Activation,Completed,68.69
1600,15,40,2075,4,2025-06-19,Bill Payment,Completed,55.0
1601,14,35,2426,3,2025-03-02,Bill Payment,Completed,45.0
1602,6,14,15,1,2025-03-16,Bill Payment,Completed,30.0
1603,5,12,1485,3,2025-11-30,Bill Payment,Completed,45.0
1604,16,45,2295,3,2026-06-18,Upgrade,Completed,83.48
1605,3,6,1920,6,2025-12-06,Bill Payment,Completed,65.0
1606,10,25,75,,2026-02-19,Accessory Sale,Completed,24.1
1607,15,41,1851,4,2025-06-27,Bill Payment,Voided,0.0
1608,5,11,2150,3,2025-08-05,Bill Payment,Completed,45.0
1609,15,42,305,2,2026-05-20,Bill Payment,Completed,40.0
1610,15,40,296,,2025-07-22,Accessory Sale,Completed,108.93
1611,11,30,2240,4,2025-03-15,New Activation,Completed,61.65
1612,6,14,180,2,2025-04-20,Bill Payment,Completed,40.0
1613,2,3,977,,2026-01-22,Accessory Sale,Completed,79.64
1614,18,49,173,2,2025-01-18,Bill Payment,Completed,40.0
1615,5,12,21,3,2025-09-20,Bill Payment,Completed,45.0
1616,16,44,2123,1,2026-05-24,Bill Payment,Completed,30.0
1617,14,38,2078,5,2025-11-18,Bill Payment,Completed,60.0
1618,16,44,2031,2,2025-02-20,Bill Payment,Completed,40.0
1619,15,42,2348,4,2026-03-18,Bill Payment,Refunded,-55.0
1620,12,31,2183,3,2025-05-06,Upgrade,Completed,92.7
1621,7,16,403,2,2026-05-13,Bill Payment,Completed,40.0
1622,3,7,2186,1,2026-04-25,Bill Payment,Completed,30.0
1623,11,30,2126,2,2025-04-19,Bill Payment,Refunded,-40.0
1624,15,40,351,4,2026-05-31,Bill Payment,Completed,55.0
1625,12,32,2501,,2025-10-08,Accessory Sale,Completed,38.8
1626,2,,2532,5,2025-11-09,Bill Payment,Completed,60.0
1627,15,39,1425,,2026-03-25,Accessory Sale,Voided,0.0
1628,11,30,37,,2026-04-06,Accessory Sale,Completed,113.29
1629,3,6,1142,6,2025-12-09,Bill Payment,Completed,65.0
1630,11,,2045,2,2025-12-07,Bill Payment,Completed,40.0
1631,5,11,1194,2,2026-01-29,Bill Payment,Completed,40.0
1632,1,2,2110,4,2025-03-19,Upgrade,Completed,100.7
1633,1,1,1217,1,2026-03-20,Bill Payment,Completed,30.0
1634,1,1,2332,2,2025-01-13,Upgrade,Completed,85.61
1635,13,34,663,1,2025-08-27,Bill Payment,Voided,0.0
1636,18,50,999,1,2026-04-12,Bill Payment,Completed,30.0
1637,7,16,693,5,2025-07-30,Bill Payment,Completed,60.0
1638,5,11,2524,6,2025-12-22,Bill Payment,Completed,65.0
1639,18,50,1540,4,2026-05-14,Bill Payment,Completed,55.0
1640,12,32,1793,4,2025-03-14,New Activation,Completed,60.75
1641,7,15,2068,4,2025-03-25,Plan Change,Completed,3.63
1642,1,2,2037,5,2025-01-29,Bill Payment,Completed,60.0
1643,15,39,1749,5,2025-10-22,New Activation,Completed,66.41
1644,16,43,268,3,2025-06-01,Bill Payment,Completed,45.0
1645,11,27,433,5,2026-04-03,Upgrade,Voided,0.0
1646,8,19,931,4,2025-01-08,Bill Payment,Completed,55.0
1647,5,12,560,2,2026-05-21,Bill Payment,Completed,40.0
1648,10,25,95,5,2025-01-16,Bill Payment,Voided,0.0
1649,11,27,449,3,2025-02-22,Bill Payment,Completed,45.0
1650,12,31,812,6,2025-08-17,Bill Payment,Completed,65.0
1651,8,19,2455,6,2025-12-08,Bill Payment,Completed,65.0
1652,11,27,2208,1,2025-02-03,Plan Change,Completed,5.43
1653,11,29,2387,4,2026-01-15,Bill Payment,Voided,0.0
1654,1,2,733,1,2025-11-11,Bill Payment,Completed,30.0
1655,3,7,653,2,2026-06-30,Bill Payment,Completed,40.0
1656,3,7,2528,1,2025-12-28,Upgrade,Completed,59.93
1657,18,49,606,2,2026-01-05,Bill Payment,Completed,40.0
1658,8,18,717,5,2025-06-03,New Activation,Voided,0.0
1659,2,3,1599,4,2025-01-30,Bill Payment,Refunded,-55.0
1660,7,,602,5,2025-06-19,Bill Payment,Completed,60.0
1661,5,11,429,5,2026-01-17,Bill Payment,Completed,60.0
1662,12,32,1889,2,2026-03-21,Bill Payment,Refunded,-40.0
1663,18,49,2034,4,2025-02-15,Bill Payment,Completed,55.0
1664,6,14,1246,5,2025-06-12,Bill Payment,Refunded,-60.0
1665,14,35,371,6,2025-04-22,Bill Payment,Completed,65.0
1666,8,18,1336,1,2026-01-20,Bill Payment,Refunded,-30.0
1667,5,12,1065,,2025-05-21,Accessory Sale,Completed,92.92
1668,3,7,1610,2,2025-09-15,Bill Payment,Completed,40.0
1669,16,45,536,5,2025-07-11,Bill Payment,Voided,0.0
1670,4,10,1960,4,2025-03-30,New Activation,Refunded,-66.37
1671,9,21,660,2,2026-06-07,Bill Payment,Completed,40.0
1672,6,14,2204,,2026-06-19,Accessory Sale,Voided,0.0
1673,14,36,715,3,2026-06-13,New Activation,Completed,58.14
1674,7,16,2098,1,2025-09-07,Bill Payment,Completed,30.0
1675,13,34,1876,,2025-08-21,Accessory Sale,Completed,37.87
1676,11,30,2366,,2025-04-26,Accessory Sale,Completed,69.79
1677,18,49,372,3,2026-03-02,Bill Payment,Completed,45.0
1678,16,43,2588,3,2026-04-09,Bill Payment,Completed,45.0
1679,5,11,53,3,2026-05-19,Upgrade,Completed,84.38
1680,16,46,603,,2026-02-16,Accessory Sale,Completed,143.55
1681,17,47,1302,3,2025-12-01,New Activation,Completed,54.22
1682,12,32,440,,2026-05-11,Accessory Sale,Completed,105.65
1683,1,2,912,5,2025-10-29,New Activation,Refunded,-71.48
1684,12,32,177,,2026-05-13,Accessory Sale,Completed,15.58
1685,2,4,551,2,2025-05-08,New Activation,Completed,51.51
1686,7,16,2242,2,2025-09-16,Bill Payment,Completed,40.0
1687,1,2,266,2,2026-05-27,Bill Payment,Refunded,-40.0
1688,12,31,2338,4,2025-12-02,Bill Payment,Completed,55.0
1689,8,18,196,5,2025-08-23,Bill Payment,Completed,60.0
1690,4,10,22,4,2025-04-19,New Activation,Completed,64.69
1691,2,3,1399,2,2026-03-11,New Activation,Completed,53.2
1692,11,29,80,1,2026-01-09,New Activation,Voided,0.0
1693,1,2,298,5,2026-04-24,New Activation,Voided,0.0
1694,7,16,806,6,2025-10-10,Bill Payment,Completed,65.0
1695,1,1,2311,4,2026-01-21,Upgrade,Completed,128.31
1696,11,27,725,,2025-10-27,Accessory Sale,Completed,145.44
1697,5,11,2343,3,2025-04-28,Bill Payment,Completed,45.0
1698,18,50,1070,4,2026-02-01,Bill Payment,Completed,55.0
1699,5,11,1880,4,2025-07-23,Upgrade,Voided,0.0
1700,9,20,2282,1,2026-06-12,Bill Payment,Completed,30.0
1701,1,2,1893,,2026-01-31,Accessory Sale,Refunded,-43.9
1702,2,3,1565,4,2025-11-07,New Activation,Completed,62.53
1703,7,16,1037,5,2025-03-28,Bill Payment,Completed,60.0
1704,1,2,2286,,2025-12-14,Accessory Sale,Voided,0.0
1705,1,1,2157,6,2026-02-07,Bill Payment,Completed,65.0
1706,14,36,1592,4,2025-09-15,Bill Payment,Completed,55.0
1707,11,28,1420,6,2025-03-16,Bill Payment,Completed,65.0
1708,1,2,1836,3,2025-08-09,New Activation,Completed,54.19
1709,15,,2492,4,2025-02-06,Upgrade,Completed,78.63
1710,14,37,2246,6,2025-06-22,Bill Payment,Completed,65.0
1711,17,47,628,3,2025-11-03,Bill Payment,Refunded,-45.0
1712,1,2,306,2,2025-04-01,Upgrade,Completed,86.65
1713,8,17,1750,,2026-01-18,Accessory Sale,Completed,107.73
1714,12,31,203,5,2025-11-03,Bill Payment,Completed,60.0
1715,2,3,949,,2025-08-15,Accessory Sale,Completed,14.06
1716,6,13,295,2,2026-06-25,Bill Payment,Completed,40.0
1717,13,34,2171,4,2026-01-01,Bill Payment,Completed,55.0
1718,7,16,1517,6,2025-02-14,Bill Payment,Completed,65.0
1719,8,18,1187,2,2025-03-19,Bill Payment,Completed,40.0
1720,14,38,307,4,2026-05-09,Bill Payment,Completed,55.0
1721,11,28,1342,3,2025-04-17,Bill Payment,Refunded,-45.0
1722,3,8,2355,3,2025-10-01,Bill Payment,Completed,45.0
1723,5,11,2188,1,2025-09-14,New Activation,Completed,40.26
1724,13,34,1706,3,2025-10-01,Bill Payment,Completed,45.0
1725,1,2,1141,3,2025-06-19,Bill Payment,Completed,45.0
1726,6,13,31,2,2025-03-30,Upgrade,Completed,85.67
1727,8,17,582,3,2026-01-05,New Activation,Completed,50.33
1728,14,37,1520,2,2025-08-16,Bill Payment,Completed,40.0
1729,14,38,711,1,2025-10-15,Bill Payment,Completed,30.0
1730,1,2,1973,6,2025-07-29,Bill Payment,Completed,65.0
1731,13,33,2565,6,2025-12-16,Bill Payment,Voided,0.0
1732,6,14,701,2,2025-11-25,Upgrade,Completed,100.88
1733,5,11,1073,1,2025-02-01,Bill Payment,Completed,30.0
1734,6,14,768,5,2025-12-11,Bill Payment,Completed,60.0
1735,2,5,261,3,2025-07-14,Bill Payment,Completed,45.0
1736,2,4,1288,5,2025-02-12,Bill Payment,Completed,60.0
1737,3,6,521,6,2026-01-17,Plan Change,Completed,1.58
1738,2,3,2176,,2026-03-13,Accessory Sale,Completed,24.14
1739,6,14,1852,4,2026-02-04,Bill Payment,Completed,55.0
1740,14,35,782,5,2025-04-26,Bill Payment,Completed,60.0
1741,17,47,501,4,2026-06-26,Bill Payment,Completed,55.0
1742,7,16,682,1,2025-01-24,Bill Payment,Completed,30.0
1743,18,49,1546,,2025-03-14,Accessory Sale,Refunded,-117.02
1744,12,31,2339,5,2025-11-08,Bill Payment,Completed,60.0
1745,13,34,1599,5,2025-09-21,Bill Payment,Completed,60.0
1746,13,34,437,4,2025-08-03,Upgrade,Refunded,-110.78
1747,3,,1994,3,2025-03-12,Bill Payment,Completed,45.0
1748,2,4,1362,,2025-12-02,Accessory Sale,Completed,58.98
1749,14,36,1879,1,2025-10-30,Upgrade,Completed,91.25
1750,18,49,234,2,2025-09-21,Bill Payment,Completed,40.0
1751,18,50,2095,4,2025-04-23,Bill Payment,Completed,55.0
1752,17,47,2409,2,2025-06-10,Upgrade,Completed,63.13
1753,11,30,913,6,2025-03-10,Bill Payment,Voided,0.0
1754,7,15,649,,2025-05-08,Accessory Sale,Completed,54.26
1755,13,,1849,3,2026-01-09,Bill Payment,Voided,0.0
1756,15,,892,3,2026-05-22,Bill Payment,Refunded,-45.0
1757,10,25,1147,3,2026-02-17,Bill Payment,Completed,45.0
1758,16,44,1450,5,2025-03-12,Bill Payment,Completed,60.0
1759,14,37,677,4,2025-08-08,Bill Payment,Completed,55.0
1760,8,17,142,1,2025-05-29,Upgrade,Voided,0.0
1761,1,1,2577,1,2025-09-26,Upgrade,Refunded,-70.21
1762,5,12,1853,6,2026-03-14,Bill Payment,Completed,65.0
1763,8,18,614,2,2025-11-21,Bill Payment,Voided,0.0
1764,7,16,863,2,2025-08-29,Plan Change,Completed,0.37
1765,18,49,1006,5,2025-04-30,New Activation,Completed,73.68
1766,2,3,848,1,2025-09-03,New Activation,Completed,42.96
1767,14,36,596,5,2025-05-30,Bill Payment,Completed,60.0
1768,7,15,944,,2025-05-11,Accessory Sale,Completed,71.18
1769,9,23,1893,5,2025-07-12,New Activation,Completed,70.29
1770,1,2,1847,3,2026-04-21,Bill Payment,Completed,45.0
1771,2,5,458,5,2026-01-02,Bill Payment,Completed,60.0
1772,8,17,1259,2,2025-10-25,Bill Payment,Completed,40.0
1773,15,41,1961,6,2026-06-25,Bill Payment,Completed,65.0
1774,18,49,1152,3,2025-06-12,Bill Payment,Completed,45.0
1775,8,,1166,4,2025-04-07,New Activation,Completed,68.72
1776,9,21,2405,5,2026-01-13,Bill Payment,Completed,60.0
1777,18,50,1180,6,2025-02-22,Bill Payment,Completed,65.0
1778,18,50,1150,,2026-01-02,Accessory Sale,Completed,127.96
1779,4,10,1231,1,2025-04-02,New Activation,Completed,44.28
1780,16,43,1039,6,2025-08-24,Bill Payment,Completed,65.0
1781,6,14,815,4,2025-11-15,Bill Payment,Completed,55.0
1782,11,29,1021,6,2026-06-12,Bill Payment,Refunded,-65.0
1783,12,32,417,3,2026-04-14,Bill Payment,Completed,45.0
1784,7,16,589,6,2025-01-07,Upgrade,Completed,123.44
1785,12,32,2130,5,2025-10-18,Bill Payment,Completed,60.0
1786,18,49,1256,4,2025-02-22,Bill Payment,Completed,55.0
1787,3,7,2429,3,2025-04-22,Bill Payment,Completed,45.0
1788,3,6,204,2,2025-06-28,Plan Change,Completed,6.84
1789,6,14,1758,6,2025-01-18,Bill Payment,Completed,65.0
1790,18,49,1357,2,2026-05-28,Bill Payment,Voided,0.0
1791,3,7,190,6,2026-02-21,Bill Payment,Completed,65.0
1792,11,29,2259,3,2025-05-28,Bill Payment,Completed,45.0
1793,16,43,1216,4,2025-02-19,Bill Payment,Completed,55.0
1794,9,21,890,2,2025-04-11,Bill Payment,Completed,40.0
1795,2,5,424,4,2025-11-26,Bill Payment,Voided,0.0
1796,16,46,591,1,2025-06-24,Bill Payment,Completed,30.0
1797,5,12,1217,4,2025-07-06,New Activation,Completed,68.59
1798,5,12,935,5,2025-09-28,Plan Change,Completed,8.48
1799,3,6,1184,4,2025-11-07,Upgrade,Refunded,-129.04
1800,2,5,233,1,2025-10-26,Bill Payment,Completed,30.0
1801,9,22,678,2,2025-09-29,New Activation,Completed,53.51
1802,3,7,1325,2,2025-06-18,New Activation,Voided,0.0
1803,9,20,1840,2,2025-04-01,Bill Payment,Completed,40.0
1804,1,2,2051,2,2025-05-12,Bill Payment,Completed,40.0
1805,12,32,320,,2026-05-26,Accessory Sale,Refunded,-126.26
1806,4,9,1614,,2026-02-24,Accessory Sale,Completed,78.43
1807,7,15,2567,5,2025-11-18,Bill Payment,Completed,60.0
1808,14,35,1831,2,2025-07-20,Plan Change,Completed,8.45
1809,4,10,251,1,2025-12-09,New Activation,Completed,44.79
1810,12,31,1827,,2025-06-07,Accessory Sale,Voided,0.0
1811,4,9,1329,1,2025-05-16,Bill Payment,Completed,30.0
1812,16,46,2164,4,2026-06-20,Bill Payment,Completed,55.0
1813,3,7,799,2,2025-05-04,Bill Payment,Completed,40.0
1814,10,25,1914,1,2025-08-11,Bill Payment,Completed,30.0
1815,7,15,1197,6,2025-04-14,Bill Payment,Completed,65.0
1816,8,17,1377,,2025-07-20,Accessory Sale,Completed,84.54
1817,18,50,1603,5,2025-11-17,Upgrade,Completed,95.29
1818,9,21,208,1,2025-08-26,Bill Payment,Completed,30.0
1819,14,37,1557,3,2026-05-29,Bill Payment,Refunded,-45.0
1820,5,11,2439,1,2025-03-09,Bill Payment,Completed,30.0
1821,3,7,1326,,2025-07-22,Accessory Sale,Completed,95.51
1822,5,11,438,6,2025-12-18,New Activation,Completed,77.51
1823,1,1,1498,2,2025-02-17,Plan Change,Completed,5.11
1824,6,14,1935,6,2026-04-12,Bill Payment,Voided,0.0
1825,12,32,1674,1,2026-05-24,Bill Payment,Completed,30.0
1826,10,24,1077,2,2025-03-25,Bill Payment,Completed,40.0
1827,15,39,407,3,2025-05-15,Bill Payment,Completed,45.0
1828,6,14,250,3,2025-09-30,Bill Payment,Completed,45.0
1829,11,29,1684,6,2025-03-05,New Activation,Completed,77.42
1830,2,5,800,4,2026-05-24,Bill Payment,Completed,55.0
1831,17,48,10,3,2025-04-08,New Activation,Completed,50.36
1832,14,38,81,5,2025-06-30,Bill Payment,Completed,60.0
1833,15,39,2518,1,2025-02-10,New Activation,Completed,40.75
1834,2,5,840,4,2026-06-08,Bill Payment,Completed,55.0
1835,17,47,2564,6,2026-05-22,Bill Payment,Completed,65.0
1836,3,6,1008,1,2025-02-01,Bill Payment,Completed,30.0
1837,17,47,98,6,2026-03-19,Bill Payment,Completed,65.0
1838,8,19,856,5,2026-01-27,Bill Payment,Completed,60.0
1839,7,16,266,1,2025-05-12,Upgrade,Completed,94.37
1840,14,37,897,4,2026-05-27,Bill Payment,Completed,55.0
1841,10,26,2141,,2026-01-06,Accessory Sale,Completed,98.9
1842,5,11,2494,5,2025-10-01,Bill Payment,Completed,60.0
1843,5,12,1430,6,2025-12-15,Bill Payment,Completed,65.0
1844,3,6,2101,4,2026-02-05,Upgrade,Completed,114.19
1845,11,27,2115,4,2025-01-13,Bill Payment,Completed,55.0
1846,8,17,1630,6,2026-01-20,Bill Payment,Completed,65.0
1847,10,26,1041,2,2025-03-10,Bill Payment,Refunded,-40.0
1848,1,2,2,1,2025-01-03,Bill Payment,Completed,30.0
1849,9,21,2371,5,2025-12-15,Bill Payment,Completed,60.0
1850,13,33,1073,2,2025-09-16,Bill Payment,Completed,40.0
1851,16,43,1,5,2026-03-17,Bill Payment,Completed,60.0
1852,9,23,1532,2,2025-08-27,Bill Payment,Completed,40.0
1853,3,,782,5,2025-02-27,Upgrade,Completed,90.28
1854,11,30,139,,2025-10-16,Accessory Sale,Completed,75.17
1855,4,9,1114,2,2025-01-30,Bill Payment,Completed,40.0
1856,2,4,2240,4,2026-06-23,Bill Payment,Completed,55.0
1857,10,26,1773,4,2025-09-18,Bill Payment,Completed,55.0
1858,2,4,2166,1,2025-08-08,Bill Payment,Completed,30.0
1859,7,16,1578,2,2025-11-30,Bill Payment,Completed,40.0
1860,13,34,2570,,2025-07-27,Accessory Sale,Completed,58.37
1861,7,16,1239,3,2025-02-18,Bill Payment,Completed,45.0
1862,17,48,1258,6,2025-06-10,Bill Payment,Completed,65.0
1863,5,11,2262,,2026-04-04,Accessory Sale,Completed,72.52
1864,14,35,856,5,2025-05-07,Bill Payment,Completed,60.0
1865,1,2,458,1,2025-11-10,New Activation,Refunded,-42.86
1866,11,30,320,6,2026-01-22,New Activation,Voided,0.0
1867,11,27,2502,5,2025-08-04,Bill Payment,Completed,60.0
1868,6,13,1984,4,2025-12-27,Bill Payment,Completed,55.0
1869,12,31,2580,5,2025-10-13,Bill Payment,Completed,60.0
1870,7,16,1759,3,2025-10-30,Bill Payment,Completed,45.0
1871,8,19,2152,4,2025-02-19,Bill Payment,Refunded,-55.0
1872,9,23,1918,,2026-05-29,Accessory Sale,Completed,29.83
1873,8,18,1105,2,2025-10-10,Upgrade,Completed,61.03
1874,8,19,628,1,2026-02-22,Bill Payment,Refunded,-30.0
1875,3,6,817,3,2026-02-17,New Activation,Voided,0.0
1876,4,10,454,1,2026-06-15,Plan Change,Completed,3.39
1877,11,28,1485,5,2025-06-30,Upgrade,Refunded,-112.21
1878,9,20,529,6,2025-09-17,Bill Payment,Completed,65.0
1879,14,37,2182,,2025-04-19,Accessory Sale,Refunded,-79.27
1880,13,34,60,6,2026-03-21,New Activation,Completed,77.91
1881,1,2,690,2,2025-11-26,Plan Change,Completed,9.8
1882,15,39,1948,1,2025-02-04,Bill Payment,Completed,30.0
1883,6,14,843,4,2025-04-09,Bill Payment,Completed,55.0
1884,2,4,1027,5,2025-05-19,Bill Payment,Voided,0.0
1885,9,23,1877,1,2025-08-17,Bill Payment,Completed,30.0
1886,6,14,557,4,2025-07-05,Bill Payment,Completed,55.0
1887,9,21,2432,3,2026-05-15,Bill Payment,Completed,45.0
1888,11,30,920,1,2025-03-21,Bill Payment,Completed,30.0
1889,9,23,2031,5,2026-05-16,Bill Payment,Refunded,-60.0
1890,12,32,2340,2,2025-04-09,Upgrade,Completed,108.33
1891,14,38,228,,2025-10-11,Accessory Sale,Voided,0.0
1892,15,41,868,,2025-02-18,Accessory Sale,Completed,132.09
1893,17,47,577,3,2025-01-16,Bill Payment,Voided,0.0
1894,1,2,875,3,2025-11-07,Bill Payment,Completed,45.0
1895,1,1,738,4,2026-01-26,Bill Payment,Completed,55.0
1896,6,13,2201,5,2026-02-11,Bill Payment,Completed,60.0
1897,18,50,2103,6,2025-06-29,Bill Payment,Completed,65.0
1898,11,30,669,1,2025-09-16,Bill Payment,Completed,30.0
1899,6,14,100,6,2025-06-17,Bill Payment,Refunded,-65.0
1900,1,2,986,1,2025-04-07,Bill Payment,Refunded,-30.0
1901,18,50,300,4,2026-01-13,New Activation,Completed,64.75
1902,7,15,2573,2,2025-12-20,Bill Payment,Completed,40.0
1903,2,3,745,6,2025-04-22,Upgrade,Completed,127.73
1904,5,12,2045,2,2025-07-14,Bill Payment,Voided,0.0
1905,14,38,684,5,2025-02-27,Bill Payment,Completed,60.0
1906,18,49,2017,6,2026-01-05,Plan Change,Completed,3.96
1907,17,48,1315,,2026-01-12,Accessory Sale,Refunded,-23.16
1908,3,8,700,,2025-09-25,Accessory Sale,Completed,42.39
1909,14,35,2052,,2026-04-17,Accessory Sale,Completed,109.65
1910,13,34,954,1,2025-03-10,Upgrade,Completed,91.99
1911,7,15,2474,3,2025-11-04,Bill Payment,Completed,45.0
1912,7,15,1399,,2026-06-22,Accessory Sale,Completed,70.7
1913,16,46,1395,,2025-05-16,Accessory Sale,Completed,130.0
1914,18,49,1859,2,2025-03-27,Bill Payment,Completed,40.0
1915,14,,966,,2025-06-26,Accessory Sale,Completed,92.43
1916,2,3,824,1,2026-03-15,Bill Payment,Completed,30.0
1917,4,9,638,3,2025-11-01,Bill Payment,Completed,45.0
1918,14,37,1494,3,2026-01-08,Bill Payment,Voided,0.0
1919,8,17,40,5,2026-06-17,Bill Payment,Completed,60.0
1920,12,31,1877,,2025-10-09,Accessory Sale,Completed,37.58
1921,16,46,1264,1,2025-01-25,Plan Change,Refunded,-8.21
1922,2,5,1535,4,2025-02-22,Bill Payment,Refunded,-55.0
1923,2,3,2076,2,2025-12-06,Upgrade,Voided,0.0
1924,7,16,1740,3,2025-12-01,Bill Payment,Completed,45.0
1925,12,31,902,3,2026-02-05,Upgrade,Completed,94.38
1926,2,3,2455,5,2026-01-06,New Activation,Refunded,-71.29
1927,3,6,74,3,2026-05-20,Bill Payment,Completed,45.0
1928,13,33,173,6,2025-10-23,Bill Payment,Completed,65.0
1929,12,31,2068,2,2026-02-27,Upgrade,Voided,0.0
1930,18,50,730,1,2026-01-11,Bill Payment,Completed,30.0
1931,2,3,110,5,2026-05-20,Upgrade,Completed,107.11
1932,13,33,897,5,2026-01-10,Plan Change,Completed,5.79
1933,2,3,2301,1,2025-08-11,Bill Payment,Completed,30.0
